
6 ,{(9  10)  (8  8)  (6  5)  (1  1)  (0  3)  (3  10)} ,0 ,6 ,22,22, 0.9999999999954546, 0
6 ,{(2  7)  (1  5)  (4  9)  (0  3)  (5  6)  (2  11)} ,1 ,25 ,22,22, 0.9999999999954546, 0
6 ,{(9  0)  (6  5)  (4  3)  (11  3)  (3  0)  (10  10)} ,2 ,62 ,22,22, 0.9999999999954546, 0
6 ,{(0  1)  (8  4)  (1  5)  (10  4)  (7  6)  (10  9)} ,3 ,14 ,22,22, 0.9999999999954546, 0
6 ,{(6  2)  (8  7)  (2  10)  (11  2)  (3  3)  (4  11)} ,4 ,14 ,22,22, 0.9999999999954546, 0
6 ,{(10  4)  (9  6)  (8  10)  (0  5)  (6  9)  (5  2)} ,5 ,344 ,22,22, 0.9999999999954546, 0
6 ,{(11  7)  (6  2)  (1  5)  (6  9)  (3  5)  (0  11)} ,6 ,45 ,22,22, 0.9999999999954546, 0
6 ,{(9  0)  (5  11)  (8  7)  (6  0)  (1  0)  (0  11)} ,7 ,6 ,22,22, 0.9999999999954546, 0
6 ,{(10 8)  (4  2)  (9  5)  (5  9)  (6  6)  (9  11)} ,8 ,244 ,22,22, 0.9999999999954546, 0
6 ,{(9  10)  (7  4)  (10  8)  (0  2)  (5  10)  (3  2)} ,9 ,12 ,22,22, 0.9999999999954546, 0



